,in,out,init_soc
70,18.0,12.0,0.5417345519223804
71,10.0,8.0,0.2952093981179898
72,23.0,11.0,0.5265553172536036
73,13.0,7.0,0.9420115123303286
74,16.0,13.0,1.07176287643241
75,23.0,10.0,0.7699222042421476
76,20.0,10.0,0.22914350728169455
77,20.0,10.0,0.3444685452517767
78,23.0,5.0,0.30421894958000845
79,14.0,12.0,1.095042515744941
80,21.0,10.0,0.5847549041985873
81,15.0,9.0,0.38790764816334755
82,15.0,10.0,0.38389449625089034
83,15.0,11.0,0.7530304981082476
84,18.0,9.0,0.848629263973655
85,17.0,8.0,0.3506891696258757
86,13.0,9.0,0.4143478999629586
87,19.0,8.0,0.5478929820939238
88,21.0,9.0,0.09946547777637463
89,21.0,5.0,0.5828855243938608
90,15.0,11.0,0.8473409928198171
91,21.0,11.0,0.5681858895602762
92,17.0,12.0,0.27868131282024056
93,11.0,8.0,0.39211556679344783
94,13.0,9.0,0.47470434610818246
95,15.0,8.0,0.6127277590182502
96,19.0,9.0,0.28705608382103664
97,11.0,12.0,0.42726333096011154
98,11.0,8.0,0.2652410105397704
99,20.0,7.0,0.5567762988049646
100,19.0,9.0,0.5642826904500676
101,14.0,8.0,0.7399051519960367
102,18.0,10.0,0.7662972166139967
103,12.0,8.0,0.7192407195241765
104,21.0,12.0,0.32001511661728343
105,18.0,7.0,0.2673388011364125
106,16.0,10.0,0.10579010139752107
107,11.0,11.0,0.22387429840876943
108,18.0,10.0,0.4028707277743122
109,20.0,10.0,0.47879160120741643
110,23.0,12.0,0.44634991824176623
111,14.0,6.0,0.7407158035831598
112,11.0,10.0,0.9115626476891999
113,14.0,7.0,0.6483693926813268
114,14.0,11.0,0.5250917834122284
115,20.0,12.0,0.8650880188360586
116,0.0,11.0,0.07874983597266007
117,20.0,10.0,0.6964607330110008
118,12.0,7.0,0.5335714590413456
119,14.0,11.0,0.4912745039497193
120,19.0,8.0,0.32853170482450045
121,19.0,8.0,0.339248397442392
122,17.0,13.0,0.6145776581516672
123,15.0,9.0,0.9478866202385668
124,15.0,9.0,0.9051313867030509
125,21.0,6.0,0.6732012709248052
126,20.0,8.0,0.3125338017723311
127,18.0,8.0,0.3217588059757087
128,17.0,13.0,0.4572690539825199
129,20.0,7.0,0.7316319208159097
130,17.0,6.0,0.9843471777931866
131,19.0,14.0,0.11724578116175119
132,17.0,6.0,0.6939301387055052
133,15.0,10.0,0.34043679512114855
134,16.0,7.0,0.4325220232067039
135,13.0,12.0,0.6280434828009548
136,27.0,12.0,0.45479438553682383
137,13.0,7.0,0.5267785645944466
138,12.0,6.0,0.6559523731296208
139,15.0,10.0,0.5405780989295361
140,22.0,10.0,0.19623756748634869
141,17.0,14.0,0.6778517419091181
142,16.0,6.0,0.37294968529003036
143,25.0,8.0,0.39352914876145434
144,15.0,7.0,0.5463508094232908
145,18.0,13.0,0.16439044858926533
146,17.0,6.0,0.3638190764536177
147,16.0,5.0,0.37549735298857384
148,15.0,12.0,0.813129326294718
149,19.0,9.0,0.6701676592982427
150,23.0,11.0,0.6810190578517501
151,20.0,7.0,0.3007263430152565
152,21.0,7.0,0.49332321633775783
153,13.0,10.0,0.7956645395886939
154,17.0,10.0,0.892077497011591
155,14.0,7.0,0.6156082524485725
156,15.0,9.0,0.8688754300752102
157,22.0,10.0,0.5496288800896911
158,14.0,6.0,0.7137932533954016
159,21.0,12.0,0.645572163964993
160,25.0,11.0,0.9202181181121231
161,18.0,12.0,0.9147892279896825
162,16.0,3.0,0.3819950951451891
163,18.0,12.0,0.23306371948535554
164,19.0,10.0,0.9184910818127479
165,17.0,7.0,0.4631069423387418
166,22.0,8.0,0.9059275051928785
167,14.0,12.0,0.45440162342489115
168,24.0,8.0,0.6956807185738243
169,12.0,9.0,0.8650150058019561
170,15.0,12.0,0.8035244784439213
171,22.0,12.0,0.24813704266320197
172,15.0,7.0,0.2768130988536598
173,19.0,12.0,0.8277690530178664
174,20.0,9.0,0.598663169680985
175,16.0,14.0,0.19241613992092446
176,17.0,7.0,0.7554637028477406
177,17.0,16.0,0.5961123880365817
178,14.0,14.0,0.7976574286408864
179,23.0,9.0,0.40942065102855224
180,14.0,12.0,0.614855068085274
181,18.0,9.0,0.4327063499045966
182,12.0,11.0,0.7666932998692911
183,16.0,14.0,0.4715553667179191
184,17.0,6.0,0.19076449988216826
185,21.0,5.0,0.19666756568533608
186,22.0,9.0,0.416753847242051
187,10.0,9.0,0.17026063824657872
188,25.0,9.0,0.2966453336319773
189,13.0,13.0,0.30351594542177235
190,17.0,9.0,0.7503297872737035
191,23.0,8.0,0.43605177741825524
192,15.0,11.0,0.9629661356821922
193,21.0,10.0,0.5051226666383315
194,19.0,11.0,0.553104917771456
195,15.0,6.0,0.4774206280341032
196,22.0,9.0,0.11694673988082166
197,16.0,13.0,0.6350917458730599
198,20.0,11.0,0.3016436139765104
199,15.0,9.0,0.7189392172431565
200,21.0,13.0,0.296736364449354
201,18.0,7.0,1.0091411933405299
202,18.0,18.0,0.2971855333321403
203,19.0,8.0,0.6311685101898118
204,16.0,6.0,0.6568389709970317
205,15.0,8.0,0.6092794934246625
206,14.0,9.0,0.5598665833428857
207,25.0,7.0,0.5806414718364035
208,20.0,14.0,0.25444950745969797
209,22.0,11.0,0.5025195347718188
210,21.0,9.0,0.11254919629621955
211,16.0,9.0,0.5962480394666667
212,17.0,8.0,0.928868987171863
213,15.0,12.0,0.10841252648565419
214,15.0,10.0,0.28985917575549974
215,0.0,11.0,0.17007919178552933
216,15.0,7.0,0.6241177592251584
217,16.0,11.0,0.5051208914244245
218,18.0,9.0,0.3780630581792229
219,20.0,10.0,0.10846155620757968
220,21.0,8.0,0.3026284756118418
221,16.0,14.0,0.29638774768628523
222,12.0,9.0,0.8619391542534913
223,14.0,10.0,0.785842313391143
224,16.0,7.0,0.8342101251279642
225,18.0,7.0,0.20940704547679181
226,23.0,12.0,0.8792271703992591
227,12.0,11.0,0.6814800613958542
228,19.0,11.0,0.5031631188015904
229,13.0,8.0,0.6682490475018504
230,14.0,11.0,0.35048200350623326
231,20.0,10.0,0.8017516102117993
232,20.0,8.0,0.28895911962937965
233,20.0,9.0,0.6664559461096871
234,14.0,12.0,0.2946913065085163
235,17.0,9.0,0.21175497108950342
236,22.0,7.0,0.604816251335701
237,22.0,12.0,0.7925493384566349
238,17.0,11.0,0.537864269806348
239,18.0,10.0,0.7260008676454942
240,10.0,10.0,0.9547465790361171
241,17.0,13.0,0.7921334925147735
242,19.0,13.0,0.3887524416541789
243,14.0,14.0,0.3419447361329647
244,21.0,14.0,0.49991609062074566
245,12.0,10.0,0.6503573962648241
246,15.0,8.0,0.2096228466104929
247,18.0,19.0,0.8752519797971636
248,19.0,10.0,0.6175044842522528
249,18.0,18.0,0.42195691214225034
250,20.0,7.0,0.6355910792291215
251,16.0,10.0,0.528470587415001
252,17.0,9.0,0.6499174381458466
253,13.0,9.0,0.5961976739104586
254,4.0,12.0,0.3197745526944088
255,16.0,11.0,0.7769143887834864
256,20.0,9.0,0.5021777052821321
257,13.0,7.0,0.5278054671141581
258,17.0,12.0,0.6311465748480378
259,18.0,7.0,0.9381468426866708
260,11.0,5.0,0.1775362517522408
261,17.0,12.0,0.3759172082959025
262,19.0,13.0,0.624250115794165
263,20.0,12.0,0.48929930654528314
264,11.0,12.0,0.8007495995690292
265,23.0,11.0,0.16028153460244482
266,19.0,7.0,0.09478948188187175
267,17.0,10.0,0.6728118350115547
268,13.0,7.0,0.5822554276014256
269,16.0,9.0,0.7001543441010086
270,19.0,9.0,0.43208360104111476
271,16.0,14.0,1.0572117325313883
272,16.0,12.0,0.17819334596541803
273,16.0,19.0,0.9442780632258176
274,16.0,10.0,0.7068729107015881
275,17.0,7.0,0.433190833116052
276,13.0,8.0,0.5354981095884258
277,22.0,16.0,0.30381579019266747
278,20.0,8.0,0.41169392596234433
279,11.0,10.0,0.7624311182291627
280,16.0,7.0,0.2838083012381587
281,14.0,10.0,0.3936863128891713
282,13.0,9.0,0.6780002965449234
283,16.0,10.0,0.3691477904516603
284,21.0,10.0,0.8025895980883603
285,12.0,7.0,0.2070024774344354
286,21.0,6.0,0.43319989110329565
287,14.0,11.0,0.5536002470581082
288,17.0,10.0,0.1814891176845915
289,20.0,9.0,0.5862834573036317
290,21.0,8.0,0.7941520915890254
291,23.0,13.0,0.6739242542385976
292,21.0,10.0,0.23034722001354357
293,14.0,8.0,0.5783984636181453
294,17.0,12.0,0.9619372868716813
295,17.0,5.0,0.2209999405062997
296,14.0,8.0,0.3222014525262136
297,21.0,9.0,0.46317525215389066
298,20.0,10.0,0.4642327501096141
299,16.0,10.0,0.2766070151086488
300,19.0,8.0,0.2591984391018588
301,16.0,6.0,0.9207877869910288
302,17.0,8.0,0.5876492296753152
303,12.0,9.0,0.2785158796386897
304,20.0,9.0,0.3088549274225678
305,3.0,12.0,0.3380195482076412
306,12.0,8.0,0.7660047924445718
307,14.0,8.0,0.5079215959215978
308,17.0,9.0,0.3543558216714897
309,17.0,10.0,0.7018762893375896
310,12.0,10.0,0.46454885535071017
311,23.0,11.0,0.09192874274871513
312,22.0,15.0,0.9612539007077199
313,17.0,13.0,0.3346571837350826
314,20.0,12.0,0.7709190278836507
315,22.0,6.0,0.4203152736149086
316,16.0,12.0,0.5049702140759869
317,17.0,15.0,0.9689187447199378
318,17.0,8.0,0.8645500152142391
319,14.0,11.0,0.2264668331168413
320,21.0,9.0,1.0066125689237557
321,16.0,16.0,0.34293764846001373
322,16.0,9.0,0.4756482937878252
323,19.0,9.0,0.6000521381517502
324,24.0,10.0,0.3658809143982538
325,15.0,6.0,0.5605508511421329
326,19.0,11.0,0.8068851159097363
327,16.0,17.0,0.39917864784928325
328,13.0,12.0,0.2859232029010593
329,13.0,10.0,0.41207790549279916
330,14.0,10.0,0.9048856810999113
331,16.0,11.0,0.7457062731525193
332,10.0,10.0,0.9385283130171581
333,12.0,11.0,0.3919586074038143
334,10.0,8.0,1.0324554579983753
335,6.0,8.0,0.3358872551796411
336,14.0,12.0,0.5613777937349186
337,7.0,4.0,0.44261672430946064
338,15.0,9.0,0.19890872801124546
339,13.0,11.0,0.16652893665105203
340,12.0,11.0,0.7197910687641728
341,18.0,11.0,1.0932414334456968
342,15.0,12.0,0.533992240337989
343,13.0,9.0,0.8883082491516224
344,15.0,9.0,0.5028998154667321
345,13.0,5.0,0.5840440401967437
346,14.0,12.0,0.6982128513693214
347,16.0,9.0,0.6347208629945889
348,19.0,9.0,0.29295593188942165
349,23.0,9.0,0.18955619097205695
350,16.0,12.0,0.3250977313839403
351,20.0,7.0,0.691959813257892
352,15.0,7.0,0.085100941848504
353,25.0,8.0,0.3358032347985022
354,13.0,9.0,1.0690490109781938
355,18.0,8.0,0.4419216799723916
356,16.0,8.0,0.753468970870228
357,21.0,12.0,0.5147738016280645
358,10.0,13.0,0.18278898302283714
359,17.0,13.0,0.8945163520686091
360,21.0,6.0,0.46720541768298124
361,12.0,8.0,0.30504965328009226
362,13.0,11.0,0.9709559028119747
363,15.0,9.0,0.43404434491033905
364,18.0,6.0,0.6609532834490891
365,15.0,9.0,0.5756651050146027
366,19.0,9.0,0.1952348244334876
367,19.0,7.0,0.46213216786452405
368,20.0,8.0,0.4246460678487453
369,20.0,9.0,0.7179834304051242
370,19.0,9.0,0.5983574134233084
371,15.0,8.0,0.9672410508970881
372,17.0,7.0,0.6964159197282593
373,17.0,8.0,0.2586592978997121
374,16.0,11.0,0.6677189077698522
375,29.0,10.0,0.4813683009581691
376,16.0,16.0,0.9801660387276998
377,14.0,12.0,0.23433115308716995
378,13.0,15.0,0.6836657627956675
379,17.0,12.0,0.5919977933246544
380,9.0,9.0,0.6208728159185014
381,19.0,11.0,0.25395179672585033
382,14.0,8.0,0.5249896106424657
383,21.0,10.0,0.3225632515455969
384,12.0,9.0,0.5090972487204977
385,15.0,14.0,1.07751094016722
386,11.0,12.0,0.7731921511702583
387,17.0,8.0,0.5473601512698123
388,18.0,13.0,0.2402325198819227
389,10.0,15.0,0.557474589067155
390,0.0,11.0,0.2074133684190922
391,20.0,12.0,0.5436615107004189
392,19.0,13.0,0.5781653357347168
393,16.0,13.0,0.402960808901166
394,24.0,8.0,0.8224676843180907
395,24.0,10.0,0.8327785545889769
396,19.0,12.0,0.2143223280366711
397,22.0,8.0,0.3425025358502063
398,14.0,15.0,0.3860796963747641
399,20.0,7.0,0.5116641833269405
400,18.0,10.0,0.19922471726589053
401,17.0,9.0,0.8599237732413304
402,18.0,8.0,0.19556161686126594
403,10.0,8.0,0.47480226219554567
404,14.0,5.0,0.25085765165245655
405,17.0,11.0,0.0906510988675871
406,21.0,7.0,0.3659143488711505
407,17.0,13.0,0.3125836044038605
408,16.0,9.0,0.5207276339475435
409,13.0,10.0,0.5765695267932589
410,21.0,10.0,0.3350260158593793
411,14.0,16.0,0.9439299503165745
412,22.0,8.0,0.3795604640056361
413,18.0,13.0,0.10263235332707547
414,15.0,11.0,0.5862206304115913
415,22.0,15.0,0.5880730176843021
416,19.0,13.0,0.17932975932230133
417,16.0,10.0,0.20852949450382544
418,19.0,9.0,0.581246609295182
419,14.0,9.0,0.31104734253596755
420,17.0,8.0,0.8930126610005853
421,20.0,9.0,0.30400285742227257
422,13.0,6.0,0.4630915148359498
423,17.0,9.0,0.8790552640826564
424,16.0,12.0,0.468059760337294
425,16.0,10.0,0.3592563805704273
426,18.0,12.0,0.5592598120699993
427,19.0,9.0,0.6018786729343839
428,21.0,12.0,0.4898713495810803
429,13.0,9.0,0.5960657157645386
430,15.0,12.0,0.8176974254035866
431,16.0,13.0,0.11493383273434198
432,10.0,9.0,0.5240093388497893
433,16.0,9.0,0.3443396337236838
434,22.0,10.0,0.4840154925890728
435,24.0,10.0,0.2947270138556336
436,14.0,12.0,0.8247202596859489
437,18.0,11.0,0.18675185929336785
438,18.0,10.0,0.3801861037490281
439,12.0,15.0,0.5474738532316237
440,19.0,8.0,0.6102917848352185
441,18.0,7.0,0.695741529744577
442,18.0,16.0,0.8523234292175345
443,18.0,9.0,0.906561976222093
444,24.0,9.0,0.8706853165788583
445,19.0,9.0,0.7524382105410224
446,16.0,10.0,0.5333769866138899
447,18.0,12.0,0.22416967839777968
448,16.0,10.0,0.8467369619520129
449,17.0,11.0,0.6524690051792399
450,15.0,12.0,0.46173342978018383
451,16.0,9.0,0.42701317943005934
452,19.0,10.0,0.724804237214139
453,17.0,6.0,0.7088589717340524
454,18.0,9.0,0.6306121877395301
455,18.0,9.0,0.9018105349995217
456,10.0,11.0,0.5319981088397359
457,3.0,9.0,0.8550490543620368
458,13.0,7.0,0.4539631949834309
459,19.0,8.0,0.6142057793462584
460,12.0,10.0,0.7818654058194171
461,15.0,11.0,0.31202323309358776
462,20.0,9.0,0.3348753472879672
463,17.0,9.0,0.5890260896997406
464,19.0,12.0,0.683620594697483
465,15.0,10.0,0.2011652659992199
466,15.0,12.0,0.27391415761582016
467,19.0,7.0,0.5009704629991741
468,19.0,11.0,0.4782256423807257
469,16.0,11.0,0.4926165779145635
470,10.0,8.0,0.26148075778033264
471,20.0,8.0,0.6517667135353424
472,15.0,8.0,0.2003834626827753
473,14.0,10.0,0.4593225395569568
474,15.0,10.0,0.8722949099517275
475,16.0,12.0,0.2981029611080895
476,15.0,9.0,0.1056191607111468
477,14.0,8.0,0.6183419385153062
478,17.0,8.0,0.6050353529126054
479,19.0,12.0,0.38295882150343635
480,11.0,9.0,0.5983690378884458
481,21.0,8.0,0.47838264348096843
482,15.0,15.0,0.8614716213045714
483,13.0,13.0,0.7090376814280748
484,13.0,12.0,0.38685186014965595
485,14.0,10.0,0.7564215477245086
486,17.0,14.0,0.9054584438233115
487,12.0,9.0,0.7236679035070063
488,18.0,9.0,0.5289459562412836
489,21.0,13.0,0.514902068169302
490,22.0,13.0,0.556913676890239
491,16.0,14.0,0.27173937412824906
492,16.0,8.0,0.5945539067711807
493,19.0,13.0,0.5609512017835668
494,16.0,14.0,0.3503038902099737
495,16.0,13.0,0.2383094111490958
496,20.0,11.0,0.11148612094586802
497,16.0,12.0,0.4219487083542594
498,17.0,11.0,0.5383196194936664
499,15.0,8.0,0.7381543295316435
500,12.0,12.0,0.48762023931277804
501,18.0,11.0,0.3956708074860058
502,16.0,13.0,0.41578857680102344
503,19.0,15.0,0.5850459739975861
504,28.0,13.0,0.6262891383732409
505,21.0,8.0,0.6856339407473961
506,18.0,7.0,0.46142255183176856
507,22.0,10.0,0.8223688267492496
508,16.0,7.0,0.5613532689464792
509,18.0,9.0,0.6548516130139181
510,18.0,15.0,0.7425877520106908
511,17.0,8.0,1.0987462464076803
512,16.0,14.0,0.7084450106197785
513,21.0,10.0,0.3631517673509773
514,14.0,6.0,0.4678037629943773
515,19.0,3.0,0.39546682495819574
516,12.0,8.0,0.5238312333257951
517,15.0,12.0,0.35972408912231474
518,21.0,10.0,0.3940051032810844
519,18.0,11.0,0.19601320449191134
520,15.0,7.0,0.45919393514579127
521,19.0,8.0,0.9213255708378679
522,18.0,8.0,0.2708751394166697
523,17.0,10.0,0.45132573322958325
524,16.0,12.0,0.18365945805679995
525,20.0,11.0,0.9362597123956766
526,13.0,8.0,0.8556144288379867
527,18.0,10.0,0.28856321778031074
528,17.0,11.0,0.10402450359508206
529,15.0,8.0,0.662042371356947
530,19.0,9.0,0.2101118938817416
531,16.0,9.0,0.709885524380047
532,18.0,10.0,0.6876412793417185
533,12.0,8.0,0.8929156865744565
534,13.0,7.0,0.5761506401204669
535,20.0,10.0,0.3273839285072885
536,24.0,9.0,0.19831286784242344
537,15.0,9.0,0.5481713437870702
538,14.0,8.0,0.2947269440489597
539,16.0,8.0,0.7842625221732065
540,23.0,12.0,0.6689482885734034
541,21.0,14.0,0.5170430055472379
542,11.0,12.0,0.6895026556166454
543,12.0,12.0,0.5783220372006769
544,1.0,8.0,0.8493417368152564
545,21.0,10.0,0.7162292333635009
546,14.0,10.0,0.9525824406350403
547,18.0,10.0,0.5493770700258146
548,16.0,9.0,0.6101769844578344
549,12.0,10.0,0.5105365649012569
550,21.0,8.0,0.8195781275825711
551,18.0,12.0,0.7163643467506173
552,17.0,8.0,0.8449560192795093
553,15.0,6.0,0.29432141087801
554,22.0,10.0,0.4824078841354866
555,15.0,9.0,1.1157082724281961
556,20.0,10.0,0.4216356442610202
557,18.0,11.0,0.35997160854902077
558,21.0,13.0,0.31925036372348586
559,12.0,8.0,0.8162021704721354
560,14.0,11.0,0.09085921795737201
561,21.0,10.0,0.8935613264609817
562,20.0,13.0,0.36825740689883074
563,10.0,7.0,0.8052773828783636
564,21.0,9.0,0.5340121993745708
565,19.0,9.0,0.8428734802627784
566,21.0,7.0,0.7025819060996413
567,16.0,9.0,0.7262378085426353
568,17.0,12.0,0.6287241488781762
569,12.0,7.0,0.6346640077550438
570,13.0,10.0,0.4310485776161083
571,17.0,7.0,0.8712007401175894
572,22.0,12.0,0.6120018248887024
573,12.0,16.0,0.8662862953071203
574,14.0,8.0,0.9972480308772487
575,16.0,9.0,0.30261188629059843
576,15.0,7.0,0.4695962191117997
577,21.0,11.0,0.3045492703854418
578,18.0,9.0,0.5558162100217876
579,20.0,13.0,0.5633676063817827
580,19.0,7.0,0.3235482105689503
581,14.0,8.0,0.40102647687112913
582,26.0,8.0,0.6453221465116445
583,16.0,6.0,0.42509824001898816
584,18.0,7.0,0.6520606279834706
585,19.0,9.0,0.49688044289393873
586,13.0,6.0,0.8197386916453856
587,20.0,8.0,0.7209942526446933
588,21.0,12.0,1.0227982732200287
589,13.0,10.0,0.1952528475810243
590,13.0,11.0,0.7849605841334665
591,18.0,12.0,0.49243534480253104
592,19.0,10.0,0.5620901236991049
593,16.0,8.0,1.0607491751805542
594,16.0,8.0,0.37330467250415933
595,19.0,9.0,0.2883817711065879
596,19.0,5.0,0.709665181512652
597,14.0,7.0,0.794906770146671
598,18.0,8.0,0.18355354966618326
599,15.0,13.0,0.6220527310866028
600,18.0,5.0,0.7900802230123477
601,13.0,8.0,0.7003326207254138
602,17.0,10.0,0.670240598573312
603,15.0,8.0,0.324668157192067
604,24.0,15.0,0.5914117113928339
605,19.0,10.0,0.6232857527310279
606,18.0,5.0,0.9052912819794142
607,13.0,7.0,0.4900491102915037
608,12.0,8.0,0.5670382279081592
609,18.0,11.0,0.41324283644855037
610,22.0,11.0,0.5688809186410826
611,16.0,8.0,0.4856882270787971
612,17.0,11.0,0.17917738126457766
613,18.0,12.0,0.10506782892148805
614,20.0,7.0,0.08165140698677226
615,15.0,17.0,0.7199510084692728
616,19.0,9.0,0.6758174002187229
617,19.0,9.0,0.5627890731678523
618,15.0,6.0,0.6245392469074388
619,14.0,9.0,0.22266612655228787
620,20.0,12.0,0.21456992681782477
621,21.0,12.0,0.29737966079902095
622,20.0,9.0,0.4186638356240022
623,17.0,9.0,0.47903285370798776
624,25.0,9.0,0.6433115449524526
625,16.0,8.0,0.8809841550807715
626,15.0,11.0,0.8172759240386859
627,15.0,12.0,0.4756858032491834
628,15.0,6.0,0.5672387298379757
629,17.0,15.0,0.29127372852080313
630,21.0,8.0,0.8088000864025564
631,15.0,11.0,0.510981172245507
632,0.0,13.0,0.5012365855538969
633,17.0,14.0,0.7128520326040336
634,22.0,8.0,0.18823904725986296
635,17.0,7.0,0.10225089545354937
636,16.0,11.0,0.8220820034671514
637,20.0,8.0,1.1069087252119354
638,20.0,21.0,0.324813456938193
639,12.0,8.0,0.7713529054324236
640,15.0,7.0,0.5728678209436958
641,10.0,6.0,0.26418582937471824
642,14.0,12.0,0.3347764378981233
643,12.0,8.0,0.4814114179438596
644,15.0,9.0,0.7984308043825799
645,17.0,14.0,0.5045963790556459
646,16.0,11.0,0.50311541962229
647,12.0,11.0,0.30358416845294367
648,14.0,9.0,0.6855413563754306
649,21.0,10.0,0.36507834958540775
650,22.0,10.0,0.8359542542000065
651,19.0,14.0,0.59304988738239
652,14.0,12.0,1.1009713444799432
653,13.0,12.0,0.7095488806237031
654,13.0,7.0,0.7523013889681635
655,26.0,10.0,0.08877254165761633
656,17.0,7.0,0.8040189000943294
657,14.0,8.0,0.35849134404187005
658,20.0,6.0,0.2086592389565378
659,15.0,12.0,0.32998648870818953
660,18.0,13.0,0.77521828535359
661,19.0,13.0,0.4219899941188918
662,20.0,12.0,0.3501810430722656
663,13.0,7.0,0.9279346083716614
664,17.0,8.0,0.5380000810796214
665,19.0,13.0,0.5895498250404655
666,20.0,8.0,0.5105479116797791
667,19.0,13.0,0.08188186100664115
668,16.0,12.0,0.38231642836430396
669,16.0,11.0,0.177580567514371
670,19.0,9.0,0.7009125905876062
671,16.0,10.0,0.6181576720104308
672,16.0,8.0,0.4329431515188408
673,15.0,10.0,0.21583385128528665
674,17.0,3.0,0.6301530007344978
675,21.0,8.0,0.3348563370929515
676,16.0,8.0,0.46357658142105834
677,19.0,12.0,0.8067215269700233
678,20.0,13.0,0.8772450772339438
679,14.0,12.0,0.9148344110176493
680,0.0,11.0,0.33510649522688624
681,17.0,12.0,0.5614286935496368
682,19.0,7.0,1.0935665593950754
683,16.0,12.0,0.3920947283403283
684,15.0,11.0,0.9716912493923999
685,18.0,12.0,0.3151081829434553
686,19.0,10.0,0.9794466675760691
687,16.0,12.0,0.4738631092181855
688,17.0,13.0,0.5377798059421008
689,22.0,8.0,0.802708672515235
690,14.0,10.0,0.6785353315413489
691,16.0,9.0,0.15985242816727607
692,10.0,11.0,0.4165720562983264
693,20.0,9.0,0.5062508482799598
694,12.0,10.0,0.6170395207750257
695,14.0,11.0,0.2670186727311604
696,15.0,12.0,0.5002008651787166
697,18.0,9.0,0.925969127614418
698,18.0,11.0,0.5571888455174365
699,21.0,14.0,0.5100189952611686
700,18.0,14.0,0.1927113795787917
701,10.0,10.0,0.30762677690798834
702,17.0,10.0,0.44080087830052184
703,20.0,9.0,0.6322088785895275
704,22.0,9.0,0.35165835949652946
705,13.0,11.0,0.20108392623156426
706,15.0,11.0,0.288886307919158
707,10.0,12.0,0.2957331416770448
708,17.0,9.0,0.8162385215839708
709,19.0,8.0,0.10201414523900006
710,18.0,9.0,0.21105721988815745
711,12.0,7.0,0.4837142693055224
712,19.0,14.0,0.40818383616160986
713,23.0,9.0,0.08254986017906715
714,20.0,10.0,0.8507208540898411
715,17.0,8.0,1.050573277211136
716,19.0,7.0,0.3284539438900631
717,19.0,9.0,0.8255021020227429
718,19.0,8.0,0.8847059950932257
719,18.0,10.0,1.000521078201484
720,13.0,11.0,0.31227856861965764
721,23.0,11.0,0.1980257756511618
722,16.0,14.0,0.33109475103703717
723,16.0,13.0,0.6442036534373504
724,22.0,13.0,0.3400114132926059
725,17.0,6.0,0.3188873416724249
726,22.0,8.0,0.5771967328582498
727,11.0,12.0,0.7940388886586949
728,22.0,7.0,0.6975613637868244
729,17.0,12.0,0.6337141267338711
730,15.0,10.0,0.35080657822710165
731,20.0,14.0,0.42622860890878056
732,18.0,11.0,0.6878821768869741
733,22.0,8.0,0.29756306901735974
734,14.0,11.0,0.3234798544063631
735,12.0,13.0,0.42755996225889603
736,17.0,11.0,0.18149745238359152
737,15.0,7.0,0.9683733633907028
